pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
FF,2019-09-24,94.4,-3.31,5.41,Max Scherzer,664068,453286,,swinging_strike,,,,,6,,R,R,R,WSH,PHI,S,,,1,0,2019,-1.09,1.17,0.53,2.82,,,,0,4,Top,,,,,543228,,190925_001628,12.36915443,-137.0133612,-3.625217893,-16.26242663,28.37949681,-16.9219229,3.49,1.68,,,,94.4,2491,6.3,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.23,,,,,,,,27,2,4-Seam Fastball,1,4,4,1,4,1,4,1,Standard,Standard
FF,2019-09-24,94.1,-3.3,5.44,Max Scherzer,664068,453286,,ball,,,,,3,,R,R,R,WSH,PHI,B,,,0,0,2019,-1.17,1.19,0.48,3.36,,,,0,4,Top,,,,,543228,,190925_001612,12.23943028,-136.3942443,-2.220507574,-17.09195059,29.6492736,-17.25502469,3.46,1.65,,,,93.3,2474,6,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.48,,,,,,,,27,1,4-Seam Fastball,1,4,4,1,4,1,4,1,Standard,Standard
CH,2019-09-24,84.1,-3.45,5.2,Max Scherzer,543543,453286,home_run,hit_into_play_score,,,,,7,Brad Miller homers (10) on a line drive to right center field.  ,R,L,R,WSH,PHI,X,,line_drive,1,1,2019,-1.5,0.36,-0.6,1.92,,,,0,4,Top,170.83,37.26,,,543228,,190925_001536,9.469340904,-122.069832,-1.891458627,-16.65767878,23.23081028,-28.44851633,3.52,1.65,396,106.8,18,83.5,1639,6,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.52,0.75,0.989,2,1,0,3,6,26,3,Changeup,1,3,3,1,3,1,3,1,Infield shift,Standard
CH,2019-09-24,82.2,-3.38,5.38,Max Scherzer,543543,453286,,called_strike,,,,,1,,R,L,R,WSH,PHI,S,,,1,0,2019,-1.4,0.24,-0.74,3.18,,,,0,4,Top,,,,,543228,,190925_001507,8.583494225,-119.3180338,1.090514928,-14.81569902,21.79422805,-30.33647493,3.52,1.62,,,,81.8,1411,6.1,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.44,,,,,,,,26,2,Changeup,1,3,3,1,3,1,3,1,Infield shift,Standard
FF,2019-09-24,92.1,-3.23,5.58,Max Scherzer,543543,453286,,ball,,,,,11,,R,L,R,WSH,PHI,B,,,0,0,2019,-0.95,1.22,-0.38,3.66,,,,0,4,Top,,,,,543228,,190925_001453,9.11659865,-133.7518879,-1.57845791,-13.11787952,28.91194574,-17.82129126,3.52,1.68,,,,90.9,2437,5.7,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.85,,,,,,,,26,1,4-Seam Fastball,1,3,3,1,3,1,3,1,Infield shift,Standard
SL,2019-09-24,85.2,-3.51,4.9,Max Scherzer,516416,453286,field_out,hit_into_play,,,,,14,"Jean Segura grounds out, shortstop Trea Turner to first baseman Matt Adams.  ",R,R,R,WSH,PHI,X,6,ground_ball,1,2,2019,0.36,0.04,0.09,1.34,,,,2,3,Top,108.29,157.81,,,543228,,190924_235604,7.689638156,-123.942339,-2.208239023,2.477005756,20.46854595,-31.64037217,3.09,1.53,7,95.1,-14,85.3,2485,6,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.5,0.19,0.171,0,1,0,0,2,19,5,Slider,0,3,3,0,3,0,3,0,Standard,Standard
FF,2019-09-24,95.9,-3.22,5.14,Max Scherzer,516416,453286,,foul,,,,,6,,R,R,R,WSH,PHI,S,,,1,2,2019,-0.81,1.3,0.44,2.57,,,,2,3,Top,,,,,543228,,190924_235535,11.44842464,-139.1722422,-4.112986884,-12.99520411,29.60127984,-14.58794651,3.06,1.53,,,,95.9,2576,6.3,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.2,,,,,,,,19,4,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard
SL,2019-09-24,86.4,-3.37,5.05,Max Scherzer,516416,453286,,ball,,,,,14,,R,R,R,WSH,PHI,B,,,0,2,2019,0.31,0.15,2.22,1.11,,,,2,3,Top,,,,,543228,,190924_235508,12.59301597,-125.3506407,-3.478610087,0.990059828,22.74102325,-30.19293273,3.09,1.48,,,,86.2,2466,6.1,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.38,,,,,,,,19,3,Slider,0,3,3,0,3,0,3,0,Standard,Standard
SL,2019-09-24,86.4,-3.42,5.07,Max Scherzer,516416,453286,,swinging_strike,,,,,14,,R,R,R,WSH,PHI,S,,,0,1,2019,0.38,0.28,0.99,2.08,,,,2,3,Top,,,,,543228,,190924_235446,9.672523014,-125.4189248,-1.469739289,2.031166674,24.41558207,-29.16104691,3.14,1.53,,,,85.7,2433,5.9,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.59,,,,,,,,19,2,Slider,0,3,3,0,3,0,3,0,Standard,Standard
CU,2019-09-24,79.8,-3.2,5.27,Max Scherzer,516416,453286,,called_strike,,,,,6,,R,R,R,WSH,PHI,S,,,0,0,2019,0.74,-0.2,0.7,2.46,,,,2,3,Top,,,,,543228,,190924_235428,7.119874995,-115.8862079,0.919866209,5.254940045,21.02434829,-34.35082021,3.17,1.56,,,,78.9,2785,5.7,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.8,,,,,,,,19,1,Curveball,0,3,3,0,3,0,3,0,Standard,Standard
CH,2019-09-24,85.3,-3.33,5.23,Max Scherzer,489149,453286,strikeout,swinging_strike,,,,,13,Logan Morrison strikes out swinging.  ,R,L,R,WSH,PHI,S,2,,1,2,2019,-1.56,0.08,-0.58,0.99,,,,1,3,Top,,,,,543228,,190924_235343,9.621453814,-123.9503564,-3.852403962,-18.00709573,23.49988149,-30.84701923,3.43,1.56,,,,85.6,3383,6.5,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.04,,,0,1,0,0,,18,4,Changeup,0,3,3,0,3,0,3,0,Infield shift,Standard
CH,2019-09-24,84.1,-3.4,5.22,Max Scherzer,489149,453286,,foul,,,,,7,,R,L,R,WSH,PHI,S,,,1,1,2019,-1.49,0.06,-0.62,2.12,,,,1,3,Top,,,,,543228,,190924_235314,9.318452274,-122.1660767,-0.923174101,-16.61674836,23.25633429,-31.63829643,3.55,1.73,,,,83.7,1425,6.1,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.45,,,,,,,,18,3,Changeup,0,3,3,0,3,0,3,0,Infield shift,Standard
FF,2019-09-24,94.3,-3.37,5.33,Max Scherzer,489149,453286,,foul_tip,,,,,11,,R,L,R,WSH,PHI,S,,,1,0,2019,-1.22,1.31,-0.13,3.8,,,,1,3,Top,,,,,543228,,190924_235255,11.00117793,-136.8173959,-1.126125623,-17.50781178,29.83243399,-15.84601231,3.52,1.68,,,,93.5,2612,6,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.52,,,,,,,,18,2,4-Seam Fastball,0,3,3,0,3,0,3,0,Infield shift,Standard
FF,2019-09-24,94.3,-3.24,5.42,Max Scherzer,489149,453286,,ball,,,,,12,,R,L,R,WSH,PHI,B,,,0,0,2019,-1.16,1.21,0.52,4.58,,,,1,3,Top,,,,,543228,,190924_235238,12.28232813,-136.8015329,0.870739574,-17.13348145,29.4361838,-17.47670572,3.55,1.68,,,,93.9,2548,6.2,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.31,,,,,,,,18,1,4-Seam Fastball,0,3,3,0,3,0,3,0,Infield shift,Standard
CH,2019-09-24,83.7,-3.3,5.42,Max Scherzer,514917,453286,field_out,hit_into_play,,,,,11,"Cesar Hernandez grounds out, second baseman Asdrubal Cabrera to first baseman Matt Adams.  ",R,L,R,WSH,PHI,X,4,ground_ball,0,0,2019,-1.59,0.07,-0.91,2.65,,,,0,3,Top,147.41,151.21,,,543228,,190924_235204,8.580106291,-121.5751512,-0.116552819,-17.28193194,22.57066852,-31.6958106,3.34,1.56,66,82,4,83.4,1466,6.1,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.43,0.292,0.273,0,1,0,0,2,17,1,Changeup,0,3,3,0,3,0,3,0,Standard,Standard
SL,2019-09-24,85.8,-3.48,5.1,Max Scherzer,605400,453286,strikeout,called_strike,,,,,2,Aaron Nola called out on strikes.  ,R,R,R,WSH,PHI,S,2,,2,2,2019,0.09,0.15,-0.18,2.59,,,,2,2,Top,,,,,543228,,190924_233918,7.592971174,-124.776857,-0.003268073,-0.473687374,23.0550313,-30.84444515,3.09,1.3,,,,85.8,2292,6.1,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.36,,,0,1,0,0,,13,5,Slider,0,3,3,0,3,0,3,0,Standard,Strategic
FF,2019-09-24,94,-3.43,5.02,Max Scherzer,605400,453286,,foul,,,,,11,,R,R,R,WSH,PHI,S,,,2,1,2019,-1.11,1.3,-1.02,2.32,,,,2,2,Top,,,,,543228,,190924_233854,8.625285724,-136.5078604,-4.112757476,-15.6503465,29.21089641,-15.40974728,3.2,1.39,295,,,93.6,2407,6.1,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.42,,,,,,,,13,4,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard
FF,2019-09-24,93.9,-3.34,5.19,Max Scherzer,605400,453286,,ball,,,,,14,,R,R,R,WSH,PHI,B,,,1,1,2019,-1.09,1.18,1.32,1.47,,,,2,2,Top,,,,,543228,,190924_233833,14.52680884,-135.9503534,-6.507338609,-16.72707884,28.19037048,-16.23384117,3.09,1.36,,,,94.2,1240,6.6,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,53.86,,,,,,,,13,3,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard
FF,2019-09-24,94.2,-3.35,5.16,Max Scherzer,605400,453286,,foul,,,,,5,,R,R,R,WSH,PHI,S,,,1,0,2019,-1.14,1.18,-0.13,2.11,,,,2,2,Top,,,,,543228,,190924_233810,10.79054628,-136.6248449,-4.735692446,-16.53495267,30.19112633,-16.76928568,3.2,1.39,,,,93.5,2452,6.1,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.43,,,,,,,,13,2,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard
FF,2019-09-24,93.5,-3.36,5.24,Max Scherzer,605400,453286,,ball,,,,,14,,R,R,R,WSH,PHI,B,,,0,0,2019,-1.1,1.24,1.03,2.13,,,,2,2,Top,,,,,543228,,190924_233758,13.5905566,-135.4227394,-4.879128096,-16.32908984,29.42819409,-16.21784312,3.43,1.53,,,,92.8,2422,6.1,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.41,,,,,,,,13,1,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard
CH,2019-09-24,84.4,-3.33,5.25,Max Scherzer,595284,453286,strikeout,swinging_strike_blocked,,,,,13,Andrew Knapp strikes out swinging.  ,R,L,R,WSH,PHI,S,2,,1,2,2019,-1.35,0.02,-0.54,0.42,,,,1,2,Top,,,,,543228,,190924_233728,9.09582712,-122.5706345,-4.8770959,-15.2441208,23.25894176,-31.31201722,3.17,1.48,,,,84.1,1555,6.1,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.39,,,0,1,0,0,,12,8,Changeup,0,3,3,0,3,0,3,0,Infield shift,Standard
FC,2019-09-24,88.9,-3.37,5.21,Max Scherzer,595284,453286,,foul,,,,,5,,R,L,R,WSH,PHI,S,,,1,2,2019,0.3,0.4,0.08,2.61,,,,1,2,Top,,,,,543228,,190924_233700,7.811989464,-129.2500135,-1.171688965,1.794349082,26.57938911,-27.64082279,3.17,1.45,58,,,88.9,2429,6.3,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.19,,,,,,,,12,7,Cutter,0,3,3,0,3,0,3,0,Infield shift,Standard
CH,2019-09-24,84.5,-3.26,5.34,Max Scherzer,595284,453286,,foul,,,,,13,,R,L,R,WSH,PHI,S,,,1,2,2019,-1.42,0.32,-1.11,1.93,,,,1,2,Top,,,,,543228,,190924_233615,7.79034845,-122.8287166,-2.241447034,-15.80039656,22.81787925,-28.70111681,3.23,1.53,5,,,84.3,1546,6.1,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.4,,,,,,,,12,6,Changeup,0,3,3,0,3,0,3,0,Infield shift,Standard
FF,2019-09-24,95,-3.27,5.34,Max Scherzer,595284,453286,,foul,,,,,12,,R,L,R,WSH,PHI,S,,,1,2,2019,-1.02,1.09,0.01,3.4,,,,1,2,Top,,,,,543228,,190924_233549,10.72911056,-137.9203232,-1.819950603,-15.16856658,30.11699494,-18.2461159,3.23,1.53,206,,,94.3,2331,6,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.52,,,,,,,,12,5,4-Seam Fastball,0,3,3,0,3,0,3,0,Infield shift,Standard
FF,2019-09-24,95.2,-3.2,5.46,Max Scherzer,595284,453286,,foul,,,,,2,,R,L,R,WSH,PHI,S,,,1,2,2019,-1.27,1.13,-0.04,2.95,,,,1,2,Top,,,,,543228,,190924_233526,11.0275315,-138.1160973,-3.391506097,-18.4697729,29.38045113,-17.33230823,3.23,1.59,222,,,94.6,2473,6,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.47,,,,,,,,12,4,4-Seam Fastball,0,3,3,0,3,0,3,0,Infield shift,Standard
FF,2019-09-24,94.8,-3.26,5.32,Max Scherzer,595284,453286,,called_strike,,,,,5,,R,L,R,WSH,PHI,S,,,1,1,2019,-1.12,1.19,0.24,2.34,,,,1,2,Top,,,,,543228,,190924_233455,11.52467201,-137.4752671,-4.69925328,-16.52758222,28.16813747,-16.42105973,3.23,1.53,,,,94.3,2457,6,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.47,,,,,,,,12,3,4-Seam Fastball,0,3,3,0,3,0,3,0,Infield shift,Standard
CU,2019-09-24,81,-3.27,5.43,Max Scherzer,595284,453286,,called_strike,,,,,2,,R,L,R,WSH,PHI,S,,,1,0,2019,0.86,-0.31,0.28,2.92,,,,1,2,Top,,,,,543228,,190924_233433,6.243267693,-117.7576541,1.585420375,6.816918367,21.3323261,-35.57572113,3.23,1.56,,,,80.7,2755,6,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.5,,,,,,,,12,2,Curveball,0,3,3,0,3,0,3,0,Infield shift,Standard
CU,2019-09-24,79.7,-3.3,5.44,Max Scherzer,595284,453286,,ball,,,,,11,,R,L,R,WSH,PHI,B,,,0,0,2019,0.9,-0.37,-1.17,2.35,,,,1,2,Top,,,,,543228,,190924_233413,2.997911502,-116.0402694,0.555289624,7.535199052,19.93753449,-35.81923173,3.17,1.48,,,,79.3,2745,5.8,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.72,,,,,,,,12,1,Curveball,0,3,3,0,3,0,3,0,Infield shift,Standard
SL,2019-09-24,85.8,-3.34,5.11,Max Scherzer,596748,453286,field_out,hit_into_play,,,,,14,Maikel Franco lines out to shortstop Trea Turner.  ,R,R,R,WSH,PHI,X,6,line_drive,2,2,2019,0.45,0.17,0.99,1.59,,,,0,2,Top,102.2,147.34,,,543228,,190924_233336,9.30899101,-124.7516687,-2.436918564,2.943336178,22.90360525,-30.1639912,3.2,1.48,143,69.8,13,85.7,2545,6.1,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.4,0.355,0.32,0,1,0,0,2,11,5,Slider,0,3,3,0,3,0,3,0,Standard,Standard
FF,2019-09-24,94.9,-3.37,5.2,Max Scherzer,596748,453286,,called_strike,,,,,9,,R,R,R,WSH,PHI,S,,,2,1,2019,-1.21,1.13,0.3,1.43,,,,0,2,Top,,,,,543228,,190924_233311,12.21515697,-137.6654645,-6.696899634,-17.80135331,27.77742335,-16.65184547,3.23,1.48,,,,94.8,2547,6.2,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.32,,,,,,,,11,4,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard
FF,2019-09-24,93.2,-3.26,5.36,Max Scherzer,596748,453286,,ball,,,,,14,,R,R,R,WSH,PHI,B,,,1,1,2019,-1.37,1.25,1.34,1.04,,,,0,2,Top,,,,,543228,,190924_233253,14.66652548,-134.7769292,-7.935228037,-19.69517533,27.93013051,-15.62965649,3.29,1.53,,,,92.5,2485,6.1,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.36,,,,,,,,11,3,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard
SL,2019-09-24,86.5,-3.5,5.25,Max Scherzer,596748,453286,,swinging_strike,,,,,9,,R,R,R,WSH,PHI,S,,,1,0,2019,0.17,0.4,0.64,1.96,,,,0,2,Top,,,,,543228,,190924_233236,9.460667158,-125.644893,-2.482036092,0.067324097,22.66464329,-27.68239957,3.29,1.5,,,,86.1,2444,5.9,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.59,,,,,,,,11,2,Slider,0,3,3,0,3,0,3,0,Standard,Standard
SL,2019-09-24,85.7,-3.41,5.29,Max Scherzer,596748,453286,,ball,,,,,14,,R,R,R,WSH,PHI,B,,,0,0,2019,0.27,0.42,0.75,0.97,,,,0,2,Top,,,,,543228,,190924_233222,9.19642109,-124.445092,-4.717539355,1.002955272,24.24755135,-27.16287209,3.29,1.5,,,,85.1,2428,5.9,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.56,,,,,,,,11,1,Slider,0,3,3,0,3,0,3,0,Standard,Standard
CH,2019-09-24,85.4,-3.23,5.27,Max Scherzer,656514,453286,strikeout,called_strike,,,,,7,Adam Haseley called out on strikes.  ,R,L,R,WSH,PHI,S,2,,1,2,2019,-1.17,0.27,-0.46,1.65,,,,2,1,Top,,,,,543228,,190924_231708,8.934177414,-124.1856568,-2.895457046,-13.84732171,20.40766842,-28.99979533,3.34,1.68,,,,86.5,1613,6.6,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,53.88,,,0,1,0,0,,6,5,Changeup,0,3,3,0,3,0,3,0,Infield shift,Standard
FC,2019-09-24,90.7,-3.24,5.22,Max Scherzer,656514,453286,,ball,,,,,14,,R,L,R,WSH,PHI,B,,,0,2,2019,0.22,0.63,1.42,0.73,,,,2,1,Top,,,,,543228,,190924_231646,11.21503833,-131.70704,-6.692964718,0.466943819,24.33049721,-23.73402848,3.32,1.68,,,,91.3,2386,6.5,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.01,,,,,,,,6,4,Cutter,0,3,3,0,3,0,3,0,Infield shift,Standard
FF,2019-09-24,95,-3.29,5.36,Max Scherzer,656514,453286,,foul,,,,,3,,R,L,R,WSH,PHI,S,,,0,2,2019,-1.08,1.3,0.38,3.24,,,,2,1,Top,,,,,543228,,190924_231623,11.88374774,-137.773918,-2.698161406,-16.21258693,30.22314294,-15.43544403,3.29,1.71,,,,94.2,2498,6,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.53,,,,,,,,6,3,4-Seam Fastball,0,3,3,0,3,0,3,0,Infield shift,Standard
CH,2019-09-24,85.3,-3.27,5.42,Max Scherzer,656514,453286,,swinging_strike,,,,,13,,R,L,R,WSH,PHI,S,,,0,1,2019,-1.61,0.51,-0.13,1.33,,,,2,1,Top,,,,,543228,,190924_231605,10.42910072,-123.7364965,-4.258473033,-18.23101931,23.53598784,-26.42187342,3.32,1.53,,,,84.5,1696,5.8,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.69,,,,,,,,6,2,Changeup,0,3,3,0,3,0,3,0,Infield shift,Standard
FF,2019-09-24,95,-3.25,5.42,Max Scherzer,656514,453286,,swinging_strike,,,,,2,,R,L,R,WSH,PHI,S,,,0,0,2019,-1.15,1.33,-0.1,2.86,,,,2,1,Top,,,,,543228,,190924_231549,10.6870754,-137.8786565,-3.94391179,-16.86542778,31.33061219,-14.74304951,3.32,1.71,,,,94.2,2461,6,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.48,,,,,,,,6,1,4-Seam Fastball,0,3,3,0,3,0,3,0,Infield shift,Standard
SL,2019-09-24,85.3,-3.45,5.09,Max Scherzer,664068,453286,strikeout,swinging_strike,,,,,8,Scott Kingery strikes out swinging.  ,R,R,R,WSH,PHI,S,2,,0,2,2019,0.37,0.25,-0.06,2.07,,,,1,1,Top,,,,,543228,,190924_231518,7.218156172,-124.0978762,-1.31786753,2.41382291,24.74226598,-29.50029397,3.4,1.62,,,,85.4,2386,6.3,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.16,,,0,1,0,0,,5,3,Slider,0,3,3,0,3,0,3,0,Standard,Standard
SL,2019-09-24,85.9,-3.33,5.3,Max Scherzer,664068,453286,,called_strike,,,,,5,,R,R,R,WSH,PHI,S,,,0,1,2019,0.22,-0.09,-0.06,2.79,,,,1,1,Top,,,,,543228,,190924_231456,7.245278701,-124.8812013,0.521814077,0.779842565,25.80860255,-33.50090565,3.38,1.53,,,,85.2,2411,5.9,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.58,,,,,,,,5,2,Slider,0,3,3,0,3,0,3,0,Standard,Standard
SL,2019-09-24,86.2,-3.51,5.15,Max Scherzer,664068,453286,,swinging_strike,,,,,9,,R,R,R,WSH,PHI,S,,,0,0,2019,0.15,0.03,0.64,1.81,,,,1,1,Top,,,,,543228,,190924_231436,9.454733795,-125.0781354,-1.690048898,-0.574402408,27.31980842,-31.71664162,3.32,1.48,,,,85.1,2308,5.9,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.59,,,,,,,,5,1,Slider,0,3,3,0,3,0,3,0,Standard,Standard
FF,2019-09-24,95.9,-3.3,5.48,Max Scherzer,543543,453286,home_run,hit_into_play_score,,,,,9,Brad Miller homers (9) on a fly ball to center field.   Logan Morrison scores.    Jean Segura scores.  ,R,L,R,WSH,PHI,X,,fly_ball,0,1,2019,-1.02,1.25,0.31,2,,489149,516416,1,1,Top,142.48,19.16,,,543228,,190924_231354,11.71899918,-139.0174418,-6.319215391,-15.57522327,28.65641795,-15.00477881,3.34,1.59,425,104.8,23,95.3,2502,6,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.51,0.935,1.666,2,1,0,3,6,4,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard
FF,2019-09-24,95.5,-3.24,5.51,Max Scherzer,543543,453286,,foul_tip,,,,,5,,R,L,R,WSH,PHI,S,,,0,0,2019,-1.09,1.45,-0.27,2.43,,489149,516416,1,1,Top,,,,,543228,,190924_231321,10.11936994,-138.5890745,-5.630368853,-16.037059,29.74201219,-12.74538956,3.49,1.62,,,,94.8,2518,5.9,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.56,,,,,,,,4,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard
SL,2019-09-24,84.1,-3.46,5.11,Max Scherzer,516416,453286,single,hit_into_play_no_out,,,,,14,Jean Segura singles on a ground ball to third baseman Anthony Rendon.   Logan Morrison to 2nd.  ,R,R,R,WSH,PHI,X,5,ground_ball,0,2,2019,0.25,0.2,0.45,1.03,,,489149,1,1,Top,98.13,172.03,,,543228,,190924_231228,8.503181374,-122.2920333,-3.511450609,1.092720505,20.73234161,-29.73035057,3.11,1.5,,90.3,-17,84,2457,6,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.52,0.22,0.209,0.9,1,1,0,2,3,4,Slider,0,0,0,0,0,0,0,0,Standard,Standard
FF,2019-09-24,95.6,-3.22,5.34,Max Scherzer,516416,453286,,foul,,,,,6,,R,R,R,WSH,PHI,S,,,0,2,2019,-1.18,1.3,0.28,2.32,,,489149,1,1,Top,,,,,543228,,190924_231206,11.70658788,-138.6396042,-5.165671736,-17.48949488,29.09786733,-14.70624606,3.09,1.48,266,,,95,2470,6,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.51,,,,,,,,3,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
FF,2019-09-24,94.9,-3.37,5.24,Max Scherzer,516416,453286,,called_strike,,,,,7,,R,R,R,WSH,PHI,S,,,0,1,2019,-1.16,1.1,-0.39,1.47,,,489149,1,1,Top,,,,,543228,,190924_231135,10.29901687,-137.6837494,-6.606124191,-16.8712798,28.63895938,-17.02009289,3.23,1.53,,,,94.6,2537,6.1,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.38,,,,,,,,3,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
SL,2019-09-24,85,-3.44,5.16,Max Scherzer,516416,453286,,swinging_strike,,,,,14,,R,R,R,WSH,PHI,S,,,0,0,2019,0.24,0.26,1.49,1.13,,,489149,1,1,Top,,,,,543228,,190924_231109,11.0129952,-123.3863301,-3.619139541,0.448210025,22.5153441,-29.12287928,3.23,1.56,,,,84.7,2288,6.1,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.43,,,,,,,,3,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard
FF,2019-09-24,97.1,-3.12,5.44,Max Scherzer,489149,453286,walk,ball,,,,,14,Logan Morrison walks.  ,R,L,R,WSH,PHI,B,,,3,2,2019,-1.09,1.16,0.82,1.48,,,,1,1,Top,,,,,543228,,190924_231034,12.89843159,-140.6049823,-7.592577653,-17.10765956,29.7068596,-15.43543341,3.43,1.62,,,,96.5,2581,6.1,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.45,,,0.7,1,0,0,,2,7,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard
FF,2019-09-24,96.7,-3.18,5.48,Max Scherzer,489149,453286,,foul,,,,,4,,R,L,R,WSH,PHI,S,,,3,2,2019,-1.05,1.27,-0.4,2.81,,,,1,1,Top,,,,,543228,,190924_231007,9.66260074,-140.3658007,-4.370275742,-15.74078264,30.38426775,-14.84135818,3.49,1.68,,,,95.9,2503,5.9,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.64,,,,,,,,2,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard
CH,2019-09-24,85.5,-3.28,5.32,Max Scherzer,489149,453286,,foul,,,,,8,,R,L,R,WSH,PHI,S,,,3,1,2019,-1.24,0.52,-0.25,2.16,,,,1,1,Top,,,,,543228,,190924_230938,9.515119477,-124.1535548,-2.180228262,-14.47947736,23.71596896,-26.63992338,3.49,1.68,,,,84.9,1483,5.9,565970,453286,543228,571431,452678,543685,607208,665742,645302,594809,54.57,,,,,,,,2,5,Changeup,0,0,0,0,0,0,0,0,Infield shift,Standard
