pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
FF,2019-06-08,96.1,-3.34,5.47,Max Scherzer,435079,453286,fielders_choice_out,hit_into_play,,,,,8,"Ian Kinsler reaches on a fielder's choice out, third baseman Anthony Rendon to catcher Kurt Suzuki to third baseman Anthony Rendon to pitcher Max Scherzer.   Eric Hosmer out at home.    Franmil Reyes to 3rd.    Ian Kinsler to 2nd.  ",R,R,R,SD,WSH,X,5,ground_ball,0,1,2019,-1.29,1.11,0,2.15,543333,614177,,1,2,Bot,105.75,171.52,,,435559,,190609_024759,11.60966364,-139.2684174,-5.564462503,-19.32282442,33.91351138,-16.84654659,3.36,1.63,32,98.6,-2,94.9,2514,6,566311,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.48,0.38,0.348,0,1,0,0,2,17,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard
FF,2019-06-08,96.2,-3.39,5.34,Max Scherzer,435079,453286,,called_strike,,,,,4,,R,R,R,SD,WSH,S,,,0,0,2019,-1.2,1.19,-0.32,2.36,543333,614177,,1,2,Bot,,,,,435559,,190609_024727,10.76033351,-139.5488092,-4.888421188,-17.98325985,31.86022053,-15.92273479,3.39,1.56,,,,95.4,2468,6,566311,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.46,,,,,,,,17,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard
FC,2019-06-08,92.1,-3.61,5.1,Max Scherzer,647304,453286,field_out,hit_into_play,,,,,7,"Josh Naylor grounds out, pitcher Max Scherzer to first baseman Howie Kendrick.   Eric Hosmer to 3rd.    Franmil Reyes to 2nd.  ",R,L,R,SD,WSH,X,1,ground_ball,2,0,2019,-0.61,0.62,-0.38,2.18,,543333,614177,0,2,Bot,127.09,184.22,,,435559,,190609_024616,9.472008649,-133.8918369,-2.941461377,-9.147933489,26.77622294,-24.39446785,3.47,1.66,21,105.6,-5,91.9,2485,6.1,566311,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.43,0.38,0.349,0,1,0,0,2,16,3,Cutter,0,1,0,1,1,0,0,1,Standard,Standard
CH,2019-06-08,83.6,-3.47,5.06,Max Scherzer,647304,453286,,ball,,,,,13,,R,L,R,SD,WSH,B,,,1,0,2019,-1.29,-0.08,-0.78,0.52,,543333,614177,0,2,Bot,,,,,435559,,190609_024553,8.980875815,-121.6127137,-3.938970086,-14.94538569,23.58293336,-32.38760686,3.34,1.68,,,,85,1409,7.2,566311,453286,435559,435062,572821,543685,607208,665742,645302,594809,53.3,,,,,,,,16,2,Changeup,0,1,0,1,1,0,0,1,Standard,Standard
FF,2019-06-08,94.8,-3.4,5.33,Max Scherzer,647304,453286,,ball,,,,,12,,R,L,R,SD,WSH,B,,,0,0,2019,-1.01,1.19,1.51,2.69,,543333,614177,0,2,Bot,,,,,435559,,190609_024511,14.9829346,-137.1767554,-3.793045358,-15.98331561,30.34801298,-16.63937531,3.41,1.66,,,,94.2,2474,6.3,566311,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.24,,,,,,,,16,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard
SL,2019-06-08,86.9,-3.61,5.07,Max Scherzer,614177,453286,single,hit_into_play_no_out,,,,,6,"Franmil Reyes singles on a line drive to second baseman Brian Dozier, deflected by shortstop Trea Turner.   Eric Hosmer to 2nd.  ",R,R,R,SD,WSH,X,6,line_drive,3,1,2019,0.13,0.39,0.29,2.45,,,543333,0,2,Bot,107.78,149.68,,,435559,,190609_024426,8.968034992,-126.2463167,-0.87266734,-0.411119248,24.73895206,-28.19894551,3.76,1.84,189,102.8,10,86,2334,5.7,566311,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.77,0.855,0.815,0.9,1,1,0,4,15,5,Slider,0,1,0,1,1,0,0,1,Standard,Standard
FF,2019-06-08,96.2,-3.43,5.44,Max Scherzer,614177,453286,,ball,,,,,3,,R,R,R,SD,WSH,B,,,2,1,2019,-1.27,1.25,0.82,3.51,,,543333,0,2,Bot,,,,,435559,,190609_024359,13.83855974,-139.2287719,-2.153220431,-19.40901106,33.57314092,-16.15894225,3.7,1.75,,,,94.3,2503,5.7,566311,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.83,,,,,,,,15,4,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard
FF,2019-06-08,95.1,-3.44,5.45,Max Scherzer,614177,453286,,ball,,,,,11,,R,R,R,SD,WSH,B,,,1,1,2019,-1.21,1.15,-1.66,3.34,,,543333,0,2,Bot,,,,,435559,,190609_024319,7.26012492,-138.1440379,-2.313467672,-16.83293225,32.5546588,-17.53023979,3.78,1.83,,,,94,2430,5.9,566311,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.65,,,,,,,,15,3,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard
FF,2019-06-08,95.6,-3.31,5.48,Max Scherzer,614177,453286,,called_strike,,,,,14,,R,R,R,SD,WSH,S,,,1,0,2019,-1.13,1.11,0.84,2.41,,,543333,0,2,Bot,,,,,435559,,190609_024256,13.41858526,-138.5532637,-4.899810697,-17.53533566,30.54051196,-17.0432659,3.8,1.82,,,,95.2,2435,6.3,566311,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.25,,,,,,,,15,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard
SL,2019-06-08,84.7,-3.59,5.07,Max Scherzer,614177,453286,,blocked_ball,,,,,14,,R,R,R,SD,WSH,B,,,0,0,2019,0.22,0.2,2.7,0.28,,,543333,0,2,Bot,,,,,435559,,190609_024229,14.12248274,-122.5233549,-5.155476367,-0.496215903,23.02568816,-29.40516366,3.83,1.79,,,,84,2548,6,566311,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.46,,,,,,,,15,1,Slider,0,1,0,1,1,0,0,1,Standard,Standard
FC,2019-06-08,91.9,-3.65,5.1,Max Scherzer,543333,453286,single,hit_into_play_no_out,,,,,14,Eric Hosmer singles on a ground ball to right fielder Adam Eaton.  ,R,L,R,SD,WSH,X,9,ground_ball,0,2,2019,-0.55,0.89,0.43,1.37,,,,0,2,Bot,185.5,106.5,,,435559,,190609_024146,11.35312908,-133.236141,-5.445886571,-8.708525532,26.1749033,-20.86321965,3.9,1.73,7,99.5,-13,91,2503,5.8,566311,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.72,0.288,0.27,0.9,1,1,0,2,14,3,Cutter,0,1,0,1,1,0,0,1,Standard,Strategic
CU,2019-06-08,80,-3.44,5.62,Max Scherzer,543333,453286,,called_strike,,,,,13,,R,L,R,SD,WSH,S,,,0,1,2019,0.92,-0.44,-0.39,1.57,,,,0,2,Bot,,,,,435559,,190609_024124,4.97504517,-116.4123287,-1.433278115,7.313342256,21.20415626,-36.08841082,3.92,1.82,,,,79.3,2811,5.8,566311,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.75,,,,,,,,14,2,Curveball,0,1,0,1,1,0,0,1,Standard,Standard
FF,2019-06-08,94.1,-3.48,5.35,Max Scherzer,543333,453286,,called_strike,,,,,1,,R,L,R,SD,WSH,S,,,0,0,2019,-1.31,1.07,-0.48,3.33,,,,0,2,Bot,,,,,435559,,190609_024108,10.56441782,-136.6205837,-1.863624947,-18.48974155,29.01402436,-18.68396069,3.88,1.91,,,,93.5,2489,6,566311,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.51,,,,,,,,14,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard
SL,2019-06-08,86.9,-3.55,5.11,Max Scherzer,592518,453286,field_out,hit_into_play,,,,,9,Manny Machado pops out to first baseman Howie Kendrick.  ,R,R,R,SD,WSH,X,3,popup,3,2,2019,0.23,0.13,0.46,2.22,,,,2,1,Bot,150.45,170,,,435559,,190609_023039,9.066752375,-126.2370126,-0.961630762,0.49819255,26.24279686,-30.85891282,3.82,1.79,,80,69,86,2372,5.9,566311,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.61,0.002,0.002,0,1,0,0,3,9,6,Slider,0,1,0,1,1,0,0,1,Standard,Standard
SL,2019-06-08,86.6,-3.58,5.17,Max Scherzer,592518,453286,,ball,,,,,14,,R,R,R,SD,WSH,B,,,2,2,2019,0.46,0.03,0.67,1.32,,,,2,1,Bot,,,,,435559,,190609_023018,9.099741368,-125.6524717,-2.911014955,2.666959621,28.48321098,-31.47677555,4,2.08,,,,85.2,2292,5.8,566311,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.67,,,,,,,,9,5,Slider,0,1,0,1,1,0,0,1,Standard,Standard
FF,2019-06-08,96.8,-3.35,5.45,Max Scherzer,592518,453286,,ball,,,,,14,,R,R,R,SD,WSH,B,,,1,2,2019,-1.01,1.23,0.83,2.42,,,,2,1,Bot,,,,,435559,,190609_022958,13.25230498,-140.1117349,-5.143583638,-16.19251257,33.06492474,-15.32401345,3.73,1.78,,,,95.4,2424,5.9,566311,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.64,,,,,,,,9,4,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard
FF,2019-06-08,96.1,-3.45,5.42,Max Scherzer,592518,453286,,called_strike,,,,,9,,R,R,R,SD,WSH,S,,,1,1,2019,-1.1,1.25,0.43,1.75,,,,2,1,Bot,,,,,435559,,190609_022941,12.50900052,-139.0381363,-6.709684617,-16.83491587,32.75729312,-15.07221789,3.82,1.85,,,,94.4,2392,5.7,566311,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.79,,,,,,,,9,3,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard
FF,2019-06-08,95.5,-3.58,5.2,Max Scherzer,592518,453286,,ball,,,,,13,,R,R,R,SD,WSH,B,,,0,1,2019,-1.18,1.03,-2.28,2.31,,,,2,1,Bot,,,,,435559,,190609_022924,5.967337446,-138.8612288,-4.192857423,-16.33850086,31.74910984,-18.40715638,3.79,1.82,,,,94.6,2448,5.8,566311,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.67,,,,,,,,9,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard
SL,2019-06-08,85.8,-3.66,5.19,Max Scherzer,592518,453286,,swinging_strike,,,,,14,,R,R,R,SD,WSH,S,,,0,0,2019,0.09,0.12,0.31,1.65,,,,2,1,Bot,,,,,435559,,190609_022908,9.060456213,-124.5219764,-2.280989121,-0.889732582,24.744801,-30.78840566,3.8,1.8,,,,84.5,2250,5.5,566311,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.96,,,,,,,,9,1,Slider,0,1,0,1,1,0,0,1,Standard,Standard
SL,2019-06-08,87.2,-3.5,5.12,Max Scherzer,571976,453286,strikeout,swinging_strike,,,,,9,Wil Myers strikes out swinging.  ,R,R,R,SD,WSH,S,2,,3,2,2019,0.26,0.18,0.73,2.14,,,,1,1,Bot,,,,,435559,,190609_022826,9.561428588,-126.6064526,-1.303587972,0.685294315,27.09987419,-30.23991705,3.49,1.68,,,,86.3,2274,6,566311,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.52,,,0,1,0,0,,8,8,Slider,0,1,0,1,1,0,0,1,Standard,Standard
CH,2019-06-08,85.4,-3.47,5.21,Max Scherzer,571976,453286,,foul,,,,,8,,R,R,R,SD,WSH,S,,,3,2,2019,-1.27,-0.06,0.24,2.08,,,,1,1,Bot,,,,,435559,,190609_022805,11.21559956,-123.9242056,-0.938414603,-15.24035652,24.17596053,-32.83520995,3.61,1.54,12,,,85.1,1477,6.2,566311,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.29,,,,,,,,8,7,Changeup,0,1,0,1,1,0,0,1,Standard,Standard
SL,2019-06-08,86.9,-3.58,5.19,Max Scherzer,571976,453286,,foul,,,,,1,,R,R,R,SD,WSH,S,,,3,2,2019,0.21,0.22,-0.43,3.02,,,,1,1,Bot,,,,,435559,,190609_022731,7.043096346,-126.2369109,0.53281312,0.788045962,24.73802578,-30.26212674,3.53,1.54,,,,85.8,2468,5.6,566311,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.91,,,,,,,,8,6,Slider,0,1,0,1,1,0,0,1,Standard,Standard
FF,2019-06-08,96.7,-3.36,5.51,Max Scherzer,571976,453286,,ball,,,,,12,,R,R,R,SD,WSH,B,,,2,2,2019,-1.46,1.12,0.98,2.78,,,,1,1,Bot,,,,,435559,,190609_022711,14.64325658,-139.9098931,-4.128337258,-22.14648046,31.43624997,-16.95518732,3.59,1.66,,,,95.4,2560,5.9,566311,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.63,,,,,,,,8,5,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard
SL,2019-06-08,86.1,-3.68,5.24,Max Scherzer,571976,453286,,ball,,,,,13,,R,R,R,SD,WSH,B,,,1,2,2019,0.33,0.05,-0.32,1.39,,,,1,1,Bot,,,,,435559,,190609_022651,7.253632267,-125.24165,-3.025085591,2.121750587,22.8351056,-31.34760171,3.57,1.64,,,,85.7,2513,5.8,566311,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.68,,,,,,,,8,4,Slider,0,1,0,1,1,0,0,1,Standard,Standard
FF,2019-06-08,96.8,-3.32,5.59,Max Scherzer,571976,453286,,ball,,,,,12,,R,R,R,SD,WSH,B,,,0,2,2019,-1.41,1.28,0.7,3.66,,,,1,1,Bot,,,,,435559,,190609_022632,13.65596798,-140.1485804,-2.35036408,-21.31539337,32.26315789,-15.3866008,3.54,1.64,,,,95.4,2499,5.8,566311,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.71,,,,,,,,8,3,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard
FF,2019-06-08,95.6,-3.24,5.75,Max Scherzer,571976,453286,,called_strike,,,,,3,,R,R,R,SD,WSH,S,,,0,1,2019,-1.39,1.31,0.31,3.18,,,,1,1,Bot,,,,,435559,,190609_022614,12.25378116,-138.4697852,-3.911105702,-20.29949629,31.48414633,-15.06286357,3.53,1.66,,,,94.3,2472,5.8,566311,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.69,,,,,,,,8,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard
SL,2019-06-08,85.8,-3.57,5.3,Max Scherzer,571976,453286,,swinging_strike,,,,,9,,R,R,R,SD,WSH,S,,,0,0,2019,0.14,0.05,0.58,2,,,,1,1,Bot,,,,,435559,,190609_022559,9.446626991,-124.5606646,-1.629124756,-0.279548671,23.07431583,-31.61528799,3.51,1.72,,,,85.2,2476,5.8,566311,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.65,,,,,,,,8,1,Slider,0,1,0,1,1,0,0,1,Standard,Standard
FF,2019-06-08,96.5,-3.24,5.57,Max Scherzer,594824,453286,strikeout,called_strike,,,,,8,Greg Garcia called out on strikes.  ,R,L,R,SD,WSH,S,2,,2,2,2019,-1.28,1.36,-0.07,1.62,,,,0,1,Bot,,,,,435559,,190609_022525,11.14598212,-139.7779612,-7.799013081,-18.97736825,32.13337363,-13.20435376,3.39,1.66,,,,95.2,2514,5.8,566311,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.67,,,0,1,0,0,,7,5,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard
FF,2019-06-08,94.9,-3.44,5.5,Max Scherzer,594824,453286,,called_strike,,,,,11,,R,L,R,SD,WSH,S,,,2,1,2019,-1.26,1.27,-0.91,2.92,,,,0,1,Bot,,,,,435559,,190609_022505,9.265927761,-137.6523297,-3.775351188,-17.81851497,31.69719032,-15.8007205,3.45,1.78,,,,93.6,2524,5.8,566311,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.7,,,,,,,,7,4,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard
FC,2019-06-08,91.6,-3.54,5.38,Max Scherzer,594824,453286,,ball,,,,,12,,R,L,R,SD,WSH,B,,,1,1,2019,-0.52,0.92,1.04,3.08,,,,0,1,Bot,,,,,435559,,190609_022449,12.54365018,-132.873486,-1.863696544,-8.621548936,26.71616034,-21.28243927,3.43,1.79,,,,90.9,2532,5.9,566311,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.58,,,,,,,,7,3,Cutter,0,1,0,1,1,0,0,1,Standard,Standard
FF,2019-06-08,94.6,-3.46,5.67,Max Scherzer,594824,453286,,ball,,,,,11,,R,L,R,SD,WSH,B,,,0,1,2019,-1.39,1.17,-1.01,3.4,,,,0,1,Bot,,,,,435559,,190609_022434,9.297457199,-137.3138771,-2.71613443,-19.29142695,31.12017686,-17.35927328,3.42,1.7,,,,93.4,2551,5.8,566311,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.74,,,,,,,,7,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard
FF,2019-06-08,93.9,-3.37,5.54,Max Scherzer,594824,453286,,called_strike,,,,,5,,R,L,R,SD,WSH,S,,,0,0,2019,-1.3,1.19,-0.04,2.32,,,,0,1,Bot,,,,,435559,,190609_022423,11.26632642,-136.0626509,-5.080402321,-18.28063284,30.56699976,-16.80294554,3.41,1.75,,,,92.6,2547,5.8,566311,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.72,,,,,,,,7,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard
FF,2019-06-02,96.7,-3.39,5.28,Max Scherzer,458015,453286,strikeout,called_strike,,,,,13,Joey Votto called out on strikes.  ,R,L,R,CIN,WSH,S,2,,0,2,2019,-1.14,1.12,-0.9,1.79,,571466,,2,8,Bot,,,,,435559,,190602_200134,9.063964151,-140.3696359,-6.204378002,-16.72869684,28.904054,-16.50701794,3.14,1.42,,,,95.9,2502,5.8,565249,453286,435559,571431,572821,543685,607208,665742,645302,467827,54.72,,,0,1,0,0,,65,3,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard
FF,2019-06-02,94.8,-3.49,5.1,Max Scherzer,458015,453286,,called_strike,,,,,12,,R,L,R,CIN,WSH,S,,,0,1,2019,-1.03,1.15,0.51,3.42,,571466,,2,8,Bot,,,,,435559,,190602_200058,12.72921332,-137.5444233,-1.299470063,-15.71794294,28.12654735,-17.39889751,3.11,1.42,,,,94.9,2452,6.3,565249,453286,435559,571431,572821,543685,607208,665742,645302,467827,54.19,,,,,,,,65,2,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard
CU,2019-06-02,77.1,-3.41,5.21,Max Scherzer,458015,453286,,called_strike,,,,,5,,R,L,R,CIN,WSH,S,,,0,0,2019,1.11,-0.34,-0.08,2.22,,571466,,2,8,Bot,,,,,435559,,190602_200038,5.05522112,-112.1640311,1.134729268,8.522157116,18.02223693,-35.4289495,2.99,1.48,,,,77,2682,6,565249,453286,435559,571431,572821,543685,607208,665742,645302,467827,54.53,,,,,,,,65,1,Curveball,1,4,1,4,4,1,1,4,Standard,Standard
SL,2019-06-02,84.5,-3.65,4.95,Max Scherzer,669222,453286,strikeout,swinging_strike,,,,,5,Nick Senzel strikes out swinging.  ,R,R,R,CIN,WSH,S,2,,3,2,2019,0.13,0.21,0.17,2.36,,571466,,1,8,Bot,,,,,435559,,190602_195921,8.567775801,-122.7862191,-0.143511499,-0.201549828,21.81867301,-30.26992317,3.22,1.55,,,,84,2452,5.8,565249,453286,435559,571431,572821,543685,607208,665742,645302,467827,54.71,,,0,1,0,0,,64,9,Slider,1,4,1,4,4,1,1,4,Standard,Standard
FF,2019-06-02,95.9,-3.47,5.19,Max Scherzer,669222,453286,,foul,,,,,4,,R,R,R,CIN,WSH,S,,,3,2,2019,-1.08,1.02,-0.38,2.35,,571466,,1,8,Bot,,,,,435559,,190602_195835,10.48198902,-139.3189033,-4.193546133,-16.0525405,28.22049585,-18.33427704,3.22,1.55,,,,95.5,2554,6,565249,453286,435559,571431,572821,543685,607208,665742,645302,467827,54.54,,,,,,,,64,8,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard
CH,2019-06-02,83.7,-3.63,5,Max Scherzer,669222,453286,,foul,,,,,7,,R,R,R,CIN,WSH,S,,,3,2,2019,-1.32,0.22,-0.29,1.74,,571466,,1,8,Bot,,,,,435559,,190602_195804,10.31013433,-121.5539608,-1.606854334,-14.91823668,19.91584896,-29.84891113,3.22,1.55,,,,84.2,1510,6.4,565249,453286,435559,571431,572821,543685,607208,665742,645302,467827,54.12,,,,,,,,64,7,Changeup,1,4,1,4,4,1,1,4,Standard,Standard
FF,2019-06-02,95.3,-3.46,5.22,Max Scherzer,669222,453286,,foul,,,,,5,,R,R,R,CIN,WSH,S,,,3,2,2019,-1.09,1.18,0.08,2.41,,571466,,1,8,Bot,,,,,435559,,190602_195738,11.6700606,-138.4542687,-4.436045361,-16.28523286,25.17157411,-16.28613174,3.22,1.55,217,,,95.6,2570,6.2,565249,453286,435559,571431,572821,543685,607208,665742,645302,467827,54.34,,,,,,,,64,6,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard
CH,2019-06-02,83,-3.52,5.08,Max Scherzer,669222,453286,,ball,,,,,9,,R,R,R,CIN,WSH,B,,,2,2,2019,-1.31,0.25,0.61,1.46,,571466,,1,8,Bot,,,,,435559,,190602_195706,12.01734839,-120.5510151,-2.424924965,-14.7800431,17.1156016,-29.51424818,3.02,1.36,,,,84,1497,6.4,565249,453286,435559,571431,572821,543685,607208,665742,645302,467827,54.05,,,,,,,,64,5,Changeup,1,4,1,4,4,1,1,4,Standard,Standard
FF,2019-06-02,95.3,-3.63,5.11,Max Scherzer,669222,453286,,foul,,,,,6,,R,R,R,CIN,WSH,S,,,2,1,2019,-0.91,1.32,0.57,2.3,,571466,,1,8,Bot,,,,,435559,,190602_195636,12.9156719,-138.1338414,-4.629755008,-14.20016795,28.44195402,-14.64023403,3.22,1.55,,,,94.7,2613,6,565249,453286,435559,571431,572821,543685,607208,665742,645302,467827,54.52,,,,,,,,64,4,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard
SL,2019-06-02,87,-3.62,4.91,Max Scherzer,669222,453286,,ball,,,,,14,,R,R,R,CIN,WSH,B,,,1,1,2019,0.14,0.17,1.14,1.35,,571466,,1,8,Bot,,,,,435559,,190602_195607,11.03443234,-126.379296,-2.767389828,-0.280659253,21.00103418,-30.07194605,3.05,1.42,,,,87,2555,6,565249,453286,435559,571431,572821,543685,607208,665742,645302,467827,54.54,,,,,,,,64,3,Slider,1,4,1,4,4,1,1,4,Standard,Standard
SL,2019-06-02,86.1,-3.62,5.11,Max Scherzer,669222,453286,,blocked_ball,,,,,14,,R,R,R,CIN,WSH,B,,,0,1,2019,0.09,0.14,0.87,0.67,,571466,,1,8,Bot,,,,,435559,,190602_195539,10.36369966,-125.0714303,-4.611666829,-0.883960441,21.37417602,-30.12523803,3.08,1.45,,,,85.8,2580,5.8,565249,453286,435559,571431,572821,543685,607208,665742,645302,467827,54.67,,,,,,,,64,2,Slider,1,4,1,4,4,1,1,4,Standard,Standard
FF,2019-06-02,95,-3.46,5.07,Max Scherzer,669222,453286,,called_strike,,,,,12,,R,R,R,CIN,WSH,S,,,0,0,2019,-0.91,1.14,0.88,3.08,,571466,,1,8,Bot,,,,,435559,,190602_195518,13.31653054,-137.7768878,-2.084040346,-14.32951133,28.62179626,-17.3996651,3.08,1.45,,,,94.9,2523,6.3,565249,453286,435559,571431,572821,543685,607208,665742,645302,467827,54.25,,,,,,,,64,1,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard
FF,2019-06-02,95,-3.37,5.25,Max Scherzer,606299,453286,field_out,hit_into_play,,,,,5,Jose Peraza pops out to first baseman Matt Adams.  ,R,R,R,CIN,WSH,X,3,popup,1,1,2019,-1.07,1.16,-0.26,2.68,,571466,,0,8,Bot,178.87,139.9,,,435559,,190602_195437,10.53277261,-137.9982554,-3.705412574,-15.84826944,27.15939893,-16.6213618,3.22,1.55,164,77,58,95.5,2552,6.4,565249,453286,435559,571431,572821,543685,607208,665742,645302,467827,54.1,0.04,0.044,0,1,0,0,3,63,3,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard
FF,2019-06-02,94.1,-3.55,5.06,Max Scherzer,606299,453286,,foul,,,,,9,,R,R,R,CIN,WSH,S,,,1,0,2019,-1.04,1.39,0.72,2.12,,571466,,0,8,Bot,,,,,435559,,190602_195404,13.18527903,-136.2728937,-4.865591383,-15.6030128,27.93530796,-14.27052893,3.33,1.58,181,,,93.3,2575,6,565249,453286,435559,571431,572821,543685,607208,665742,645302,467827,54.54,,,,,,,,63,2,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard
FF,2019-06-02,93.6,-3.34,5.27,Max Scherzer,606299,453286,,ball,,,,,14,,R,R,R,CIN,WSH,B,,,0,0,2019,-0.96,1.46,1.27,1.66,,571466,,0,8,Bot,,,,,435559,,190602_195342,13.86536688,-135.5593532,-6.659645084,-14.60722176,27.44220006,-13.13501184,3.29,1.48,,,,93,2529,6.1,565249,453286,435559,571431,572821,543685,607208,665742,645302,467827,54.44,,,,,,,,63,1,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard
FF,2019-06-02,92.9,-3.39,5.27,Max Scherzer,571466,453286,double,hit_into_play_no_out,,,,,9,Tucker Barnhart doubles (4) on a sharp line drive to right fielder Gerardo Parra.  ,R,L,R,CIN,WSH,X,9,line_drive,0,0,2019,-1.13,1.27,0.5,1.91,,,,0,8,Bot,206.68,90.31,,,435559,,190602_195251,12.33162618,-134.7493814,-5.559811945,-16.1589628,26.05611858,-15.80353026,3.17,1.51,320,100.8,20,92.8,2671,6.2,565249,453286,435559,571431,572821,543685,607208,665742,645302,467827,54.34,0.528,0.665,1.25,1,1,1,5,62,1,4-Seam Fastball,1,4,1,4,4,1,1,4,Infield shift,Standard
FF,2019-06-02,94.3,-3.49,5.29,Max Scherzer,578428,453286,field_out,hit_into_play,,,,,1,Jose Iglesias flies out to left fielder Juan Soto.  ,R,R,R,CIN,WSH,X,7,fly_ball,0,0,2019,-1.17,1.23,-0.37,2.73,,,,2,7,Bot,64.31,90.58,,,435559,,190602_192954,10.57740858,-136.9539428,-3.66391744,-16.65352647,26.58550448,-16.30456284,3.06,1.44,294,91.3,45,94,2460,5.9,565249,453286,435559,571431,572821,543685,607208,665742,645302,467827,54.56,0.002,0.002,0,1,0,0,3,53,1,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard
